45007099999	1983	1	1	8	999.9	3
45007099999	1983	1	2	11.8	999.9	7.9
45007099999	1983	1	3	14	21	7.8
45007099999	1983	1	4	21	30.9	8.3
45007099999	1983	1	5	10.9	16.9	5.7
45007099999	1983	1	6	16.9	26.8	10.1
45007099999	1983	1	7	22	32.8	8.9
45007099999	1983	1	8	11.8	22.9	6.8
45007099999	1983	1	9	9.9	999.9	6.8
45007099999	1983	1	10	14	19.8	8.8
45007099999	1983	1	11	12.8	22	9.5
45007099999	1983	1	12	14	999.9	8.2
45007099999	1983	1	13	9.9	999.9	5.4
45007099999	1983	1	14	15.9	999.9	7.5
45007099999	1983	1	15	15	24.9	6.1
45007099999	1983	1	16	15.9	25.8	10.6
45007099999	1983	1	17	14	999.9	5.4
45007099999	1983	1	18	12.8	999.9	4.8
45007099999	1983	1	19	14	999.9	8.2
45007099999	1983	1	20	10.9	999.9	6.1
45007099999	1983	1	21	15.9	999.9	10.1
45007099999	1983	1	22	9.9	999.9	5.6
45007099999	1983	1	23	10.9	999.9	3.4
45007099999	1983	1	24	10.9	999.9	4.8
45007099999	1983	1	25	8	999.9	2.2
45007099999	1983	1	26	8.9	999.9	3.5
45007099999	1983	1	27	11.8	999.9	7
45007099999	1983	1	28	9.9	999.9	7.6
45007099999	1983	1	29	9.9	999.9	7.3
45007099999	1983	1	30	14	21	7.5
45007099999	1983	1	31	15	24.9	11
45007099999	1983	2	1	17.9	23.9	10
45007099999	1983	2	2	19.8	22.9	12.9
45007099999	1983	2	3	9.9	999.9	4
45007099999	1983	2	4	14	22.9	7.9
45007099999	1983	2	5	12.8	19.8	7.6
45007099999	1983	2	6	8.9	999.9	4.8
45007099999	1983	2	7	9.9	999.9	6.7
45007099999	1983	2	8	8.9	18.8	5.7
45007099999	1983	2	9	15.9	25.8	10.3
45007099999	1983	2	10	12.8	999.9	8.7
45007099999	1983	2	11	9.9	21	5.2
45007099999	1983	2	12	16.9	22	8.9
45007099999	1983	2	13	16.9	29.9	11.6
45007099999	1983	2	14	14	999.9	9.1
45007099999	1983	2	15	15.9	22.9	9
45007099999	1983	2	16	11.8	999.9	6.9
45007099999	1983	2	17	10.9	999.9	3.5
45007099999	1983	2	18	14	22.9	10.4
45007099999	1983	2	19	17.9	29.9	13
45007099999	1983	2	20	9.9	14	6.4
45007099999	1983	2	21	15.9	999.9	9.1
45007099999	1983	2	22	14	24.9	10.8
45007099999	1983	2	23	10.9	999.9	7.2
45007099999	1983	2	24	21	22.9	4.7
45007099999	1983	2	25	15	15.9	7
45007099999	1983	2	26	15.9	23.9	10.8
45007099999	1983	2	27	15	17.9	10.2
45007099999	1983	2	28	19.8	39.8	12.5
45007099999	1983	3	1	19.8	999.9	5.2
45007099999	1983	3	2	15.9	18.8	6.2
45007099999	1983	3	3	15	24.9	8.9
45007099999	1983	3	4	15	30.9	8.9
45007099999	1983	3	5	14	18.8	6.4
45007099999	1983	3	6	11.8	999.9	5.9
45007099999	1983	3	7	14	22.9	10.2
45007099999	1983	3	8	15	24.9	11.6
45007099999	1983	3	9	15.9	28	8
45007099999	1983	3	10	15.9	25.8	7.9
45007099999	1983	3	11	16.9	26.8	9.6
45007099999	1983	3	12	15.9	34	5.9
45007099999	1983	3	13	26.8	37.9	9.8
45007099999	1983	3	14	22.9	35.9	15
45007099999	1983	3	15	18.8	22.9	8.2
45007099999	1983	3	16	11.8	18.8	4.6
45007099999	1983	3	17	14	28	5
45007099999	1983	3	18	18.8	28	12.5
45007099999	1983	3	19	15	26.8	10.5
45007099999	1983	3	20	14	16.9	5
45007099999	1983	3	21	11.8	999.9	5.3
45007099999	1983	3	22	14	999.9	4.2
45007099999	1983	3	23	15.9	28.9	9.4
45007099999	1983	3	24	17.9	23.9	6.3
45007099999	1983	3	25	23.9	35.9	8
45007099999	1983	3	26	22	28	13.3
45007099999	1983	3	27	15.9	25.8	9.3
45007099999	1983	3	28	14	999.9	2.9
45007099999	1983	3	29	11.8	999.9	4.5
45007099999	1983	3	30	9.9	999.9	2.4
45007099999	1983	3	31	11.8	999.9	3.7
45007099999	1983	4	1	15.9	999.9	6.3
45007099999	1983	4	2	11.8	999.9	6.9
45007099999	1983	4	3	15.9	25.8	7.8
45007099999	1983	4	4	15.9	999.9	9.4
45007099999	1983	4	5	19.8	34	13.8
45007099999	1983	4	6	14	999.9	6.2
45007099999	1983	4	7	14	999.9	6.5
45007099999	1983	4	8	19.8	29.9	11.7
45007099999	1983	4	9	15	28.9	9.9
45007099999	1983	4	10	11.8	18.8	6.4
45007099999	1983	4	11	8	999.9	2.8
45007099999	1983	4	12	8	17.9	2.9
45007099999	1983	4	13	14	24.9	3.8
45007099999	1983	4	14	8	17.9	3.5
45007099999	1983	4	15	11.8	22	3.7
45007099999	1983	4	16	22	999.9	8.3
45007099999	1983	4	17	18.8	26.8	11.2
45007099999	1983	4	18	11.8	999.9	7.9
45007099999	1983	4	19	12.8	999.9	5
45007099999	1983	4	20	14	22	9.2
45007099999	1983	4	21	12.8	999.9	4.6
45007099999	1983	4	22	12.8	999.9	5.9
45007099999	1983	4	23	12.8	999.9	9.4
45007099999	1983	4	24	12.8	22.9	6.7
45007099999	1983	4	25	14	999.9	8.9
45007099999	1983	4	26	9.9	999.9	4.6
45007099999	1983	4	27	10.9	999.9	4.7
45007099999	1983	4	28	10.9	999.9	4.3
45007099999	1983	4	29	15.9	22.9	8.4
45007099999	1983	4	30	15	25.8	10
45007099999	1983	5	1	12.8	22.9	5.8
45007099999	1983	5	2	16.9	26.8	12.7
45007099999	1983	5	3	14	999.9	7.7
45007099999	1983	5	4	11.8	999.9	5.5
45007099999	1983	5	5	8.9	999.9	2.4
45007099999	1983	5	6	16.9	28.9	3.4
45007099999	1983	5	7	10.9	999.9	3.6
45007099999	1983	5	8	9.9	999.9	3.1
45007099999	1983	5	9	19.8	29.9	4.8
45007099999	1983	5	10	11.8	19.8	6.2
45007099999	1983	5	11	14	22.9	7.1
45007099999	1983	5	12	19.8	31.9	9.5
45007099999	1983	5	13	8.9	999.9	2.9
45007099999	1983	5	14	15.9	19.8	7.7
45007099999	1983	5	15	14	21	7.5
45007099999	1983	5	16	15	24.9	9.5
45007099999	1983	5	17	14	18.8	10.9
45007099999	1983	5	18	11.8	15.9	6.7
45007099999	1983	5	19	11.8	999.9	7
45007099999	1983	5	20	28.9	46.8	4.3
45007099999	1983	5	21	8	999.9	2.2
45007099999	1983	5	22	9.9	999.9	3.6
45007099999	1983	5	23	10.9	999.9	3.6
45007099999	1983	5	24	9.9	21	3
45007099999	1983	5	25	8	999.9	3.2
45007099999	1983	5	26	11.8	999.9	2.6
45007099999	1983	5	27	9.9	999.9	3.8
45007099999	1983	5	28	15	24.9	7.6
45007099999	1983	5	29	14	22.9	10.1
45007099999	1983	5	30	15.9	25.8	12.3
45007099999	1983	5	31	15.9	21	9.8
45007099999	1983	6	1	14	24.9	7.9
45007099999	1983	6	2	22	30.9	15.9
45007099999	1983	6	3	21	28.9	12.7
45007099999	1983	6	4	12.8	999.9	6.5
45007099999	1983	6	5	11.8	999.9	5.6
45007099999	1983	6	6	11.8	999.9	7.2
45007099999	1983	6	7	15.9	23.9	9.3
45007099999	1983	6	8	15.9	22.9	11.6
45007099999	1983	6	9	21	30.9	10.4
45007099999	1983	6	10	11.8	999.9	5.3
45007099999	1983	6	11	12.8	999.9	3.4
45007099999	1983	6	12	8	22	3.3
45007099999	1983	6	13	11.8	25.8	5.1
45007099999	1983	6	14	15	21	7.5
45007099999	1983	6	15	16.9	26.8	10.5
45007099999	1983	6	16	14	24.9	9.5
45007099999	1983	6	17	15	25.8	6.6
45007099999	1983	6	18	18.8	34	10.3
45007099999	1983	6	19	14	16.9	9.5
45007099999	1983	6	20	15.9	26.8	7.7
45007099999	1983	6	21	12.8	22	5.3
45007099999	1983	6	22	11.8	18.8	5.4
45007099999	1983	6	23	9.9	999.9	5.5
45007099999	1983	6	24	12.8	999.9	5.7
45007099999	1983	6	25	8.9	999.9	5.1
45007099999	1983	6	26	11.8	16.9	5.6
45007099999	1983	6	27	9.9	999.9	2.9
45007099999	1983	6	28	7	15.9	1.8
45007099999	1983	6	29	15	24.9	4.1
45007099999	1983	6	30	15.9	26.8	8.4
45007099999	1983	7	1	17.9	30.9	10
45007099999	1983	7	2	15	24.9	7.7
45007099999	1983	7	3	14	18.8	7.3
45007099999	1983	7	4	12.8	999.9	7.6
45007099999	1983	7	5	12.8	22.9	5.5
45007099999	1983	7	6	8	999.9	4.1
45007099999	1983	7	7	10.9	19.8	5.4
45007099999	1983	7	8	8	999.9	3.6
45007099999	1983	7	9	8	21	2.2
45007099999	1983	7	10	7	999.9	1.7
45007099999	1983	7	11	8	999.9	4.5
45007099999	1983	7	12	15.9	19.8	9.5
45007099999	1983	7	13	15	22.9	5.3
45007099999	1983	7	14	10.9	999.9	3.9
45007099999	1983	7	15	14	17.9	8.2
45007099999	1983	7	16	22	35.9	16.1
45007099999	1983	7	17	24.9	38.9	14.1
45007099999	1983	7	18	15.9	26.8	8.4
45007099999	1983	7	19	9.9	999.9	3.3
45007099999	1983	7	20	9.9	999.9	3.5
45007099999	1983	7	21	10.9	999.9	2.8
45007099999	1983	7	22	14	999.9	4.3
45007099999	1983	7	23	9.9	999.9	3.9
45007099999	1983	7	24	12.8	999.9	7.9
45007099999	1983	7	25	15	18.8	9.1
45007099999	1983	7	26	8.9	21	3.5
45007099999	1983	7	27	8.9	999.9	5.1
45007099999	1983	7	28	8	999.9	1.8
45007099999	1983	7	29	8.9	999.9	2.3
45007099999	1983	7	30	9.9	999.9	3.2
45007099999	1983	7	31	8	999.9	2.4
45007099999	1983	8	1	10.9	22	5.9
45007099999	1983	8	2	11.8	999.9	5.6
45007099999	1983	8	3	8.9	999.9	4.7
45007099999	1983	8	4	11.8	999.9	5.2
45007099999	1983	8	5	9.9	999.9	5
45007099999	1983	8	6	10.9	999.9	4.5
45007099999	1983	8	7	9.9	999.9	3.7
45007099999	1983	8	8	10.9	999.9	3.8
45007099999	1983	8	9	11.8	999.9	4
45007099999	1983	8	10	8.9	999.9	2.5
45007099999	1983	8	11	11.8	15.9	4.1
45007099999	1983	8	12	14	22	8.3
45007099999	1983	8	13	15	999.9	5.7
45007099999	1983	8	14	8	17.9	1.4
45007099999	1983	8	15	23.9	999.9	3.4
45007099999	1983	8	16	10.9	999.9	2.4
45007099999	1983	8	17	7	999.9	2.4
45007099999	1983	8	18	15.9	25.8	9.8
45007099999	1983	8	19	11.8	999.9	4.8
45007099999	1983	8	20	8	999.9	2.2
45007099999	1983	8	21	15.9	999.9	3.5
45007099999	1983	8	22	14	16.9	7.4
45007099999	1983	8	23	21	35	7.9
45007099999	1983	8	24	12.8	999.9	5.5
45007099999	1983	8	25	9.9	999.9	5.6
45007099999	1983	8	26	4.9	999.9	2.2
45007099999	1983	8	27	4.9	999.9	1.6
45007099999	1983	8	28	8.9	999.9	3.1
45007099999	1983	8	29	10.9	999.9	7
45007099999	1983	8	30	8.9	999.9	5.7
45007099999	1983	8	31	8	999.9	2.6
45007099999	1983	9	1	9.9	999.9	2.9
45007099999	1983	9	2	7	999.9	2.1
45007099999	1983	9	3	8.9	999.9	2.1
45007099999	1983	9	4	11.8	999.9	2.9
45007099999	1983	9	5	15	999.9	5
45007099999	1983	9	6	11.8	23.9	6.2
45007099999	1983	9	7	11.8	999.9	4.8
45007099999	1983	9	8	57.9	92.9	20.9
45007099999	1983	9	9	36.9	70.9	19.5
45007099999	1983	9	10	15	25.8	6.5
45007099999	1983	9	11	19.8	999.9	5.8
45007099999	1983	9	12	10.9	999.9	2.6
45007099999	1983	9	13	10.9	999.9	4.3
45007099999	1983	9	14	10.9	999.9	5.3
45007099999	1983	9	15	9.9	999.9	5
45007099999	1983	9	16	10.9	22	6.3
45007099999	1983	9	17	9.9	999.9	6.3
45007099999	1983	9	18	11.8	999.9	6.9
45007099999	1983	9	19	14	999.9	5.9
45007099999	1983	9	20	10.9	999.9	5.2
45007099999	1983	9	21	17.9	22.9	10.5
45007099999	1983	9	22	12.8	18.8	8.9
45007099999	1983	9	23	14	999.9	4.8
45007099999	1983	9	24	22	34	6.5
